reviewId,content,score
34a4ccd8-ba97-40c6-98d7-ac302de71906,Okay,5
1dc1df2a-b94e-4b0c-a35e-2ad160ff3c80,Erra.Babu,5
3afae90d-f4eb-4138-93a6-52b85b197c4d,I can't send messages it's always having a problem to view and send messages.,1
39a632ad-a035-4c94-926f-4f50025ed26b,Great,5
9858b38a-2cc8-4dc4-8cb8-18444b2fcc75,Ok,5
121aa42e-75ad-4357-bf3b-26a4833675ba,Guih,1
f7d37201-6ae0-483d-85ad-572a7be4750e,Darun apps,5
0a4be809-1e70-44b0-838c-48523190f663,I don't know what you have done but you've made attachments take forever to load on the app.,2
936dc468-0684-44a0-9f01-897e5d02d209,Good always evre time evry day,5
36f0d502-9d54-4262-8261-83d63ad57c4a,"I am a business Man, I work on Facebook please open allow me to text on messenger and remove the limit. Thank you Facebook team",1
e7582f1a-054e-491a-8dc2-e568f8bb24ee,No links to Facebook ever work anymore claims I'm logged out. Add that to the list of now broken features. Still get black screen when taking photos. Also keeps asking for a 6 digit code for history. Several times a day when you simply use messenger on phone and a pc. Leads to no notifications or pop ups. Another problem added to the very long and endlessly growing list of broken features you break and never fix. Just stop updating your app and fix it instead. Zuccman,1
5a9765a3-c442-493a-994e-de62cc704530,"""ATTACHMENT NOT AVAILABLE IN THIS VERSION"" that's what it always says now in my attachments,it wasn't like this before I updated my messenger app",1
494a021f-7943-47ae-a179-3137f18f3cb9,umai ng end to end bayun nawala mga last yr chat namin kabadtrip,1
785bdb7e-5c99-4175-b7a4-a035f01fd0b9,couldn't load high resolution image error!,1
30cb4b1a-1e8e-4d6a-94c5-9da0a256092a,Good,4
f5ca0ca9-26aa-4784-9900-556d08301724,"Ever since the update (end to end encrypted) has deleted my chats with my other friends and family. Mostly deleting pics and videos that's supposed to be memories. And I can't back it up in my Google photos bc I'm using a new phone. You better fix this messanger this is very much not helpful and it's a mess, This has me crying over and over.",1
9ed78ca8-2626-4d6d-a449-a2ec205b1039,"Please remove end to end encryption, after that update... Everything becomes mess I'm telling you, it's giving us hardtime",1
71fb4152-3d82-4ef9-ae29-074a7a88f991,It's very good,5
037bd59f-b10b-47ae-8ba5-09ddde6b79b0,Nice app,5
fb7543bc-cd93-49c3-97cc-1cad36ef4d57,Amazing,4
077ad74d-7d45-41c8-aa16-cabeec0b797e,This aap is very useful to talk with someone in emergency in any situations and I love it,5
530e5ecb-935a-42cb-b450-ab8e5914ffbb,IDONT LIKE THE END-TO-END ECRYPTION THE PICTURE OR VIDEO I SEND IS DISAPPEARING HOW EVER IS IT IMPORTANT TO SEND??,1
866ace83-dca9-4242-9940-a6e8a607a273,it's very helpful in communication especially to family members and safe. love love it.,5
aa14bb61-c062-4879-ac58-665a8d2f9f45,Excellent,5
2dfc3538-428c-468e-b8d5-d745dca8773a,Nice,5
95d3e324-cf7a-41ca-8e62-502836544af4,Excellent,5
2f843a19-2168-4b84-b3b5-aedb3b058485,Woag,4
a20aa7e4-3ab4-4f5d-bfec-963b4266c7d6,For some reason I open up the app it kicks me out soon as I get into the App,1
a4c6d282-5ccd-4455-8917-85d40c74983b,Nice,5
647bc6eb-fca0-482f-9487-c94b6de82e6a,Very good,1
71ecda7d-1801-4f50-978a-bc51b258e532,Nething bad to say support your local l 81. With no exceptins rite ??,5
56069012-7e90-4668-a478-de4e6d01da9d,Not sure what the new update is but it stinks. I can't message any of the people that I used to...even ones that I just messaged this weekend. Meta sucks.,1
513778af-f5fe-4458-aacb-aaa4f692e0fd,Nagad OTP cod,5
275b94cd-9ebc-465d-a389-9f202b29a59e,Very good to use,5
e0551b93-5e3a-455d-b63c-22c4bc987ddf,Nice app,5
4d9a7185-8277-4b80-a6f5-c6a64fc8007d,Please take off AI don't like it,3
d20c8dee-5959-4b38-8cb6-b81d8df6f23e,Best❤️,5
a66c8d1a-ac9c-47e0-b2c2-82e026206324,It's a good app because we csn run it not only by mb but also without mb,5
ab19d8e1-21ad-41c1-88fb-e452d8ac1d08,"Take care, thsnks.",5
feaeb684-7e42-4cb3-b3ad-75584f89921c,Hahah,1
f61d90b1-6664-4c17-abc5-800ce92fd6ea,"My WiFi is good, but why won't any of the message load? I had to uninstall it and install it again to make it load. Lol",3
dc81e973-1f4a-4231-acbc-cb4afbdc0ccf,Osm,5
d543ad6d-08d5-400f-9b7e-4f979c4c3454,The video call keeps loading,2
3e6262ed-ba51-4550-bf61-1fdf4ed9b26e,Horrible i Hate This,1
b3f22fe2-b99d-4452-8e8c-1b3d507c8389,It's the go to way to communicate in today's modern world . It has become the nucleus of everyone I know and try to keep up with .,5
e7dba5fb-b132-4902-bf7b-ce56aa636a47,l like,5
4fe50aeb-9bdc-4f08-95b3-0295fae10f78,Used to be a good app. Now it is circling the drain. It's glitchy and doesn't work sharing like anymore. I could go on listing all of the errors but 500 characters just aren't enough. Suffice it to say that it's become second tier and not dependable. Development team officially sucks. Disappointed,1
7455028b-8fed-47ff-9f2c-e0b3d4366a2c,Good,5
f252d8c7-041f-46a3-a4fc-2d7a960ce2b8,End to end encryption just doesn't help👎 it makes the app a total mess. Would be nice bringing back the old version.,1
ef75e9bc-79fe-4b8f-aa4e-f4bd57763b06,THE WORST UPDATE! WE NEED THE OLD MESSENGER BACK,1
b4b8864b-3739-4515-b42e-0fd517abde01,Great,5
d63c889d-9f4f-4093-8c37-ce201fadb05b,Difficult to open,2
00c5446b-2c06-4ab6-a240-5085afecc7ee,ভালো,5
0f5aaeda-28c3-4eb2-ad6a-4e502b4cb716,Bruh the hell I can't open my account when it's literally the correct password no misstype or anything,1
f42ead55-39a2-4bbe-a2f9-7726a7005820,Excellent,5
63574ac0-9e2b-4b8b-baf9-7fa5d8248c59,3 stars for now.. can't share PDF file using messenger.. where you people came from?? this is a basic necessity..,3
d2a4386b-cc02-4c62-8f58-36fbaa02b7fd,I'd like join bible study,5
1ee9bdc6-aae5-47e3-9348-ff8c212da24f,Can't upgrade my messenger...so I can't use my messenger app.,1
a24194fb-13b0-45c3-aa83-fb825d303608,Good,5
34bbffbd-4779-4602-9c46-91bc3412cfa9,good,5
fa5bbc54-de31-4af4-b98a-eca30237f426,didn't send high reslution vide,1
f9629d96-6bf4-4da4-9658-a645d0488ddc,Excellent,5
7ea9e409-c726-41c2-b300-f1afde2e6c81,verynice,5
b1e68b29-c7a5-415c-98b0-f058256c4cf5,wow,5
e505cc0c-6a7f-4ddf-a3c4-fa54f2eadf8f,Doing good so far 👌,5
1d31a91c-ea99-46da-9fbe-f59368fbfc12,May pag wala tika gi Upgrade Messenger! Nawala ang mga bagong messages! Nimels ka!,1
a76fe85f-0639-4367-9394-700a74505fb5,The app has some serious issues ! It sais to update when it's already done and can't see some messages,1
8bd408d5-13cd-4b22-bc3b-43a964c9a8cb,like,5
281cb9d9-ca3d-4291-b2c4-9dc1b338297e,"i thought it was my phone, worst i had to factory reset thinking theres a problem with the recent software update of android, but its the app..",1
ac3d15f4-99ba-46a1-a9ac-65c392c3b97d,Very good,5
577607a4-4ff1-45ad-a2da-9cb7ac31d934,Not good,1
823bdd36-a4fd-4c97-9827-da02a61dddf4,Is much better and fast sender too,3
ea617b15-e449-4e53-8f17-db115eaa10ec,My active status is not open even though I turn it on,1
5d78a3a2-1a10-477a-958c-bac19c557736,Good luck,5
bf9402f5-1ec7-4e9c-b63b-44cc16d4dfc3,"I just tested messenger if there is a bug today using my 2 accounts, I logged into Acc B.. I sent a message to Acc A and logged into that acc if there will be a message sent, There is no message that appeared in my Acc A and the same goes to Acc B. My problem to my friends is when they are offline the messages I sent doesn't appear when they get online, my friends even complain at the same bug that is on messenger today, The communication is pretty difficult to hold in this situation",1
67690271-e154-40ce-a416-200d02a2ff67,Ok....,4
639309d1-5f1a-4773-b570-f1af883ae292,Good 👍👍👍👍,4
6cc61c62-f433-44d2-beee-30504700b7b0,Excellent,5
7d0ec232-02d5-4b3d-baab-45878fb38c45,Awesome game,5
f011a3c7-fe35-4ed0-8c04-5cd4c3d3eac8,Beautiful,5
06c611d8-b7f7-471c-8b3a-856507117240,Good,5
cd9b9222-8e25-44ab-9c32-55dd5baecee8,11/28/22: Buggy af. 6/25/24: EVEN WORSE NOW WITH E2E. THIS APP IS DEVOLVING,1
9e381837-2266-4946-98d2-6b47b8d7e022,Nice 👍,5
3bfe9444-a366-4772-81e7-194bbc675265,I'm okay,5
fd55b409-54b6-4ef8-8ca2-430551efe68d,I HATE THAT I CANNOT KEEP IT HIDDEN.  I HATE THAT IT'S A SEPARATE APP.  I HATE THAT IT'S FORCED UPON US TO GET THAT IRRATING RED NOTICE TO GO AWAY!,3
5382c2f8-9174-4d08-8a94-535432d71214,All my people are there,5
9de2acba-b72f-4b01-a2b9-b47244eac701,Good,5
db0aff49-75df-4804-81fb-64e611efb422,Can't see anyone on video chat,1
f56bf51c-8e4f-4b94-b653-afefaf3476b4,What a sad app.not impressive at all,1
f699d329-3478-4588-b334-55919c029317,Ronald masocol Gomez,1
c980bfb3-adb2-4806-9200-84900ecad734,Nice,5
9510c32d-24ee-4c2a-90cd-f0b0472e95fb,Ok,5
5c75fd47-49ac-46eb-b0aa-dc4f49d7ce21,End to end encrypted sucks,1
8a0c1060-3888-4732-b481-ea7f12d75c72,Always liked now it doesnt work,5
18722464-73e9-4f90-a6c1-1e610ab9ed32,"We live on west coast, my family and kids live on east coast.my messenger is the best way to keep in touch.",5
fbdc5598-c7b3-4ea2-864a-89081926db09,"Ever since the new update, I've been having the worst experience with messenger. When I receive a message, the app does not notify me. I can't see some of the messages sent to me, it only says ""my version of messenger does not support the message"" and because of that, I try to update my messenger but it won't let me. It will just stay ""pending"" for hours even though I have a good wifi connection.",1
20da0dab-7448-4eca-a71d-3517595d2be1,"Updated:9/27/'22, 5/3,29, 6/10, 8/27, 9/14,22, 10/12,20,29, 11/4,9,22, 12/11,25/'23, 3/12,3/21, 5/16, 6, 6/7,24/'24 | So far it's been very useful. | I use Messenger to communicate with my friends and family. | Thanks Meta for making Messenger® so much faster. | I don't like ads that distract my train-of-thought.|I do my shopping in person and on Amazon. ... TOO MANY UPDATES in a short time. If it ain't broke don't fix it.| 🇺🇦 SLAVA UKRAINE! 🇺🇦 | 'NUFF SAID 😎||",4
df2ed9d5-3562-4805-97d6-f8794fbe7f26,I been using it my whole life but constantly getting restrictions now. May have to stop using it if it continues,3
3b741960-9e15-48ab-be50-01b30fe4976d,Good connection and video is excellent....,5
f4901b9d-2634-4f66-a8a8-e9e342d18441,Nice,5
8a2332ca-e393-4030-9a89-17739b86d3e7,Good,5
836d54f2-9906-40e5-9e25-dd0ae996abf2,it was was easy to type on the compter for now,5
578c91ea-8108-4055-a36b-801d89649938,This app is garage keeps logging me into random accounts and not mine,1
fc503205-6f02-4eb6-bbfd-6d2d284d7ff6,Won't let me video chat or make and accept calls,1
c18e42aa-8f08-45db-9738-40bf71d24f69,So good and nice,5
067843ac-f981-49b6-9193-a102dd8b606c,"I'm having serious problems with Messenger. It's taking too long to send my messages, and I keep getting an error that says ""Waiting for connection."" I've already tried clearing the cache and even did a factory reset on my phone, thinking the issue might be with my WiFi or the phone itself, but it's still not working. Please address these issues with the app promptly.",1
342741ad-7777-47cd-92c4-557d0cb4ca10,Excellent,5
eecf8315-e8b5-4e16-9486-30f0cea64bd1,I don't have note in messenger,3
9e8ea3bf-41a6-4295-9220-a919028f981b,💙😳,5
5e629c61-709a-4115-964c-65d5f53e0425,বালের app একটা মেয়ে মেসেস দ্যয় না,5
b991e032-a36a-4a4d-95f9-d596733ff0f7,It's totally a mess.,1
e70981a4-7366-4f98-9c57-9435067f0e1c,No problems.,5
3ccd6fb6-e396-43cf-b43d-383d6ddbca90,"Constant Issues...... Won't send my messages and just says ""sending"". They really need to fix this bug cause it keeps happening more and more often.",2
86751d4e-6f71-480f-95ee-2fd427a8b1e3,I love it!!,5
d218d801-7227-46db-b068-a392cbbd5d44,Great app!,5
a5d9b6e3-5fea-45e3-ba9d-0bf7ff048a6d,I cant open my mezsenger what is the problem,5
5c73ed78-6c09-463f-a716-098dd45bffcb,need to improve,1
3858e122-1323-469b-a83b-5c2e8b7db5dd,Great,5
9cd5ab07-93e5-480a-9798-6d96f6788aea,Cant log it on my phone,5
44dafe06-8f21-44f0-b15e-662325570699,Junk,1
9ad32883-1755-4be8-90a2-0a0b9a5c3ee6,They need to fix Facebook pay,3
9a0d8a2f-f782-4fc0-9afc-42487cf29b06,Won'tveork,1
e9eca59e-8a6e-4e4d-b8f6-e6474999d47b,Nice,5
6e21bf8a-55eb-466f-9c80-d0484e5d746a,WHY DO I HAVE TO RE- INSTALL THIS APP EVERYTIME????,1
63622522-a74a-4f6f-af73-69b46588682c,Nice,5
7e96ea79-9412-4489-a86c-cdd207c44496,"No longer allows me to send locally saved pictures, audio, or locally saved video clips. After several years of use, I am being forced to look into replacing it so I can continue with my preferred methods of communication with my family. It will definitely not be a Meta product if I do have to change apps.",1
a6aee8ef-d4cb-4768-86a3-baff3f72b1eb,Excellent,5
77a78406-0337-4e3f-98aa-dbff210f6578,Good,5
f36a65d6-5394-48bb-8089-cc50a3dfdc7f,Nice,5
eb58aaff-a13d-48a2-89e6-0ff4e4912a01,WALANG KWENTANG META!!!,1
27183ce0-f092-4bbb-bc4c-c5b51bb22ad5,Can't update the app. Tried and tried and tried but can't get it to update. Please fix!,1
bbb36124-db00-4a62-8a74-3dd2a9ba2b54,Bugs out I delete messages they come back don't stay deleted the messenger when I exit the app and reopen it the messages won't refresh and it won't tell me who active or not,3
e4bf56f9-ae8f-430d-84c0-703a0cb84605,Like how,5
7878946b-455f-4859-8fe9-bb803f1225bb,"Couldn't send, even frnds",1
65e0c3a3-7d4a-40eb-a1bd-9acf51104ae3,App,5
d21ddb38-150f-41b2-ade5-9ab90700f33b,If this app was anymore useless it might tie with McDonald's ice-cream machines on how often they actually work,1
f81069fc-2f7b-4102-99c6-1afeab9a5b68,noon,5
d43172fb-6cb2-4833-b153-8d68893dcc3e,"Having the same issues as others. I send a message and immediately get a ""message has not been sent"" response even though the message actually sends. Also noticing that it is not always telling me who is online when that person actually is online - and no the other people (multiple people) didn't suddenly change their active status to off. There's also an issue with the last message displayed in the Chats log area not updating correctly, the last message being displayed is sometimes very behind.",3
1bc33670-0a72-4f67-971a-0cf3070a5af3,"Since the latest update, haven't been getting notifications and messages are not being recieved for hours after being sent. Please fix!",2
8f9632f4-d413-46cd-bd42-005b0b76c319,I don't think anything can top Messenger not even Whatsapp.,5
88e7bb02-06b7-498d-9d30-7011107de3c0,Quality,5
9b66947f-bec1-44e3-9344-d605cb3dd47c,উজেজযুষ্ণনজনিন্যক্স,1
1dc961e2-c07c-4a53-914e-ee2f7b92ffa4,Successful,5
c825f246-1063-4cbf-9423-b5cc9fa275db,I've been hacked on here and can't find who did it I've asked for help and I wish I didn't need it WOW,1
96ef7910-8816-4e55-9367-a2d686f888ec,"BRUH.. not only do y'all need to fix the audio output constantly changing volumes on Messenger voice calls, but you DEFINITELY need to fix the bs where if you remove a word that's added with the them & then TRY to reapply it to the chat it SIMPLY DOES NOT WORK.. like fr fr.. there's people out there with ocd.. (like MYSELF) who don't want ANY of the words to be standing there with a capital letter without a purpose.. y'all SERIOUSLY need to fix AT LEAST that 2nd problem for sure..🤦🏻‍♂️",1
c948de39-751a-4bfb-812a-c458020155d5,"what is this new update? many of us dont like the end to end update, some of us didn't even put it there, it just appears out of nowhere",1
ff7eb4ee-8ab8-4dc1-90dd-bcca13ed8936,Excellent,5
3e428fb5-b6cc-449c-bd8e-60467d9861ae,Images can't load even if I am connected to a fast wifi connection,1
17bed713-b5d3-4ec4-894e-c503fb137db8,Ok,5
a84353ef-581e-4cf7-b5b8-4d494815a909,Hi good morning po,4
4c87cb16-3b2a-442d-b89a-64c931d07049,"It used to be a good app with no issues. Ever since recent upgrade thing happen, so many issues like connection issues, cannot open messages, cannot see any notification, cannot send a photo or video smoothly a d it take ages to sent even a photo. How many times I have restarted my phone, uninstalled and installed, nothing works. I wish we had similar app like messenger, I would delete this app same day. Really annoying app nowadays.",1
eef11121-fa3f-47b8-8755-652ed9c69e37,Awesome masnger,5
14bcfa69-df12-49c0-a898-c2bfd2c876c9,I like my old Google app,1
6bcfa286-2319-4725-a364-b0f9882633c5,TANGGALIN NYO NA YANG END TO END ENCRYPTION NA YAN AT HINDI NA KO NATUTUWA!!!!!!,1
1da9031a-3f50-4f93-95bf-50894c3c63f6,Always crashed my apps,3
0a6442ea-c7b8-4db7-8a45-66e7eb3366a9,Good,5
d945243b-c3ef-4e97-a266-a7dc6fe2149c,So many glitches and bugs,1
dae23862-b6f4-4200-b666-6dea2b7515d6,"frie""Ano ang tawag nito sa inyong lugar?"" #ctto""Ano ang tawag nito sa inyong lugar?"" have and I friend friend d",5
4ae52ab1-18b0-4a7c-90d0-57bf40edf427,It's nice .I just love this app,5
6bb5fb5b-87e2-490e-bf82-332e8647bfd9,It's good 💯%,5
5cedf5cb-1c80-43b8-9f95-f1dcae53c310,👌🏻,5
09cd87c8-05ab-4d5c-bb3e-3434c0426377,alsome and amazing,5
b85f1a6e-3ce2-4d00-b6ee-860b5561ac1c,Cannot open messenger please fix,4
05884de5-b873-4cf7-81de-6fffc7399d2b,Keeps sending me back and forth. What is going on!!!,1
4886e781-471b-470f-9fff-f0ce1adfec38,Good,5
af6eba44-3f4e-40e2-b9af-c711c38aac7c,Excellent,5
736c2491-05de-46f2-abea-89911ed37f44,it's really terrible now after the update of meta.,1
81ba9be0-c2b5-4bd2-9588-39d447043713,"Just remove the end-to-end encryption, it's just mess everything. I like the old messenger.",1
8721cee8-173d-4de0-aeda-c90c241bb945,Good app,5
2057ab1d-a3e7-411d-b684-91136107027b,Excellent,5
37ce93bf-f6de-403b-94ad-457bfc8b2f2e,App rarely sends messages through anymore. Takes ages to connect. Will use something else.,1
a973b74f-f44c-47c2-b674-8ae60a913c52,Good,4
0359e201-d8e8-4cef-97e4-7b6c7b5b9e60,I want my messenger back. Re-download,5
96d82369-89c7-4639-b010-2d4e100a2302,Ok,5
93574601-af2c-43dc-ae3c-ffe461f7b831,I cannot get my Facebook friend Althea Bowman,5
870caad9-968a-4e70-915e-fa381441b5e4,I like it 😁,5
249a3dec-0c5a-4b4d-8054-012c9742df4a,Good easy to vommunicate,5
c99c3e7f-1330-4874-afcf-b7585b169275,Good,5
2f7ce7bb-fb09-4c32-a075-81ff2eb6032e,Happy,5
a178bd2f-cb1f-4ae5-8a84-9a4b71dd0f25,Version is not updated.,1
005e85dd-154b-48c4-9784-74c21ed874d0,It is nice,5
9755aad7-19c5-4e35-8273-b534badd727a,Your end to end encryption sucks!,1
7805cd53-7f09-4d7f-b204-cb5264a4b684,Anyone know how to turn off the update that keeps turning my typos in messenger into links? 10/10 very annoying and useless.,2
05841292-f06f-4211-a379-33ab065ec8f0,Everything one need,4
018798fe-766d-463b-952a-6f461f73af84,"I have ""enable auto update"" turned off, yet somehow you still manage to auto update which is complete BS.",1
fadee5dc-3142-4b0e-9c45-0702e398a27a,Excellent Services. Thank you,5
c05b791b-4cc9-4604-8aaa-5818f9ad4f8e,"I am not getting notifications the ""chime"" and bubbles don't appear anymore since the last update.",1
2ef3d00f-7196-436e-8d4d-3f5d28c88cd1,So amazing,5
ee8908a2-c3d0-47db-9156-6befa79ba93d,Recovery escryted chat,5
160a1af3-a111-4498-af6a-25f13d00cb59,Always hang,2
fe1789b2-99ae-4be0-a021-3d7b70e0d9c1,This app is usefull,5
2041e8ab-f677-42db-8f2c-6bc474487561,Bakit late Po aq sa pag update Ng messenger q😭😭,4
be7058e4-2d65-4d96-a2f3-3a1a10a499c6,End to end encryption make everything difficult,2
6c93de55-8af8-404b-8b5d-ca5247d5dd32,Lovely and interesting,5
aa7c65af-528c-4f23-a6f8-c6664f02be44,Good,4
42c69bf7-9ab3-4c29-b862-de3f33949bc4,Good one,1
1ed98d2c-38c4-4f61-80e1-a0b30adea041,جواجواجوا,5
606651fe-1d68-4be2-89f2-9e0d3afe4cdf,Great,5
58dcdc75-dc17-4306-b30e-9d374a63ac2f,Awful,1
66462e64-a5eb-4444-b3ea-01ee656329ee,Why is it my phone over heats every time I use this it never before until got took over I've checked my phone and its not that can anybody help please,1
907f1a3b-b8fd-463f-8a1d-f5b7c1371006,App sometimes freezs,1
3032cbf5-9cee-4738-ab8d-3d8f57d118a5,Ok,1
96a4acef-600e-45cd-af76-0084f17a9f1a,Excellent,5
693aea5c-ad3a-4cea-83c3-1a74da99da5e,"Please, back to the old version",1
c2daf9e3-0dc2-446d-89ba-ac20bbca0f39,Good,5
04417ebe-b9ad-4d2b-b7f5-aa52dfe09a35,"Does not send images when it's supposed to. Switch from Bluetooth to speaker isn't an easily viewed button, it takes like 3 settings pages to get to. Please remove the video chat pull up tab for ""play with your friends"". No one uses it and it just gets in the way when you accidentally touch the screen. A lock button to freeze the screen would be nice, if my kids have the phone to video chat.",1
4af120c8-4c41-42af-b6c3-3cc29bb45d56,Good,5
d84f0adc-2a80-43dc-a8f4-81061936d6ef,Maganda sya,1
b13f7def-7620-4e99-b714-f8b9d770ed63,Can't send a small video. Have just downloaded the latest version,1
d6059b72-fed0-41b9-b67f-f04df57176ad,It keeps kicking me off the app after I click on it,1
8ae6164d-ab70-4abf-a0a4-1cc5bc1412b3,Great,5
fa2cb851-32d7-426b-92c8-d771d6bc64e7,Haven't had a problem yet!!,4
e25fe4fc-070c-48f8-b8fa-1ea3aba6f653,It is helpful when asking questions.,3
003e43b5-a15d-4fcd-9390-718d09593107,This app keeps getting worse and worse with every update. Needs to go back to before it was Meta!,1
c80c0a57-3027-423b-a873-9ae78a541c84,fost alicska,1
8441248f-ffe5-4d61-bea1-392d1efb5c03,Good,2
37968ff4-2f00-44c5-b4e4-5cbc7f0de877,it's not working on my phone,1
dcf07c65-8308-4b4d-a76f-26fec124c788,Don't know what your talking about 🤔,1
f7583e0a-b2f5-4cc9-8d47-f6ba81dfd2fc,Good alternative when you phone service is cut off,5
54353a6d-b89f-42e3-b1a8-cc7c30fabe2a,I use the app through out the day every day,5
6bf9493a-576b-4cee-bf14-240bdfa19fe7,You can chat too friends,4
d64b812d-b0ee-44e6-886b-09d7ac08e369,Got a new phone and can't see the other person I've uninstalled and reinstalled and still not working Update still doing it and cant see who is on. Half of the time it don't work and it keeps on reconnecting ask the time or don't want to send my messages,1
380703ea-ac71-4ca7-b7b7-156de8b7a989,",wr ft R x,e3##,",3
3ad93c01-0b99-484e-aa80-0e55574928e2,nice,5
4b643bb7-5ec1-4a42-b423-5cc489322062,"It's been alright. It would be nice to be able to send an email to someone to ask a question or report a normal problem instead of only reporting bullying, which you do nothing about anyway.",4
6ca1f522-b70d-4e9a-818c-f7c1688732ed,that is best apps for talking,5
99ddac19-7b36-47c1-9b77-08242fe605c7,The automatic end-to-end encryption gave me problems with opening chats on different devices. Older messages does not appear in all devices. There should be a toggle to turn E2E encryption on and off. It really annoys me.,1
14ea730b-54f6-4d6f-b8e5-299ac8ff5ea7,Duniyar faltu ekta app 😡😡😡😡😡,1
1e68c8de-dcc3-49c5-a16b-741cb0761aa0,Ш7 . Щт,4
e55faf6b-c8fa-4ecc-bcb2-fe5891ba0963,Nice app,5
9ac72592-c484-4642-8539-f491fa251e35,🙃,4
a9cd7135-1c6b-4eb0-ba32-07b6d96db6cf,nice,4
87a6442c-717e-44c4-aee4-a1fa4160345d,Don't be slow please,5
705e6529-f8c2-4db9-9b00-b8d1f950e899,"Horrible app. Half of the time links don't work, pictures don't show up and if you accidentally deleted messages you can't restore them. Trash 0 stars",1
8dc70298-055d-4641-8f43-bd1886d7dad6,I love it,5
c41a3862-e7e1-422c-aa80-b7a4e1b38ccf,Perfect for if you Lost your phone and to get in touch with people in your contacts,5
efa1c8c4-b37f-43f8-b763-e122d26044ab,Good,5
926537f1-018b-4407-9b23-44cd555db49e,"Worst update, no longer see my online contacts... Better have it like it used to be before the latest update",2
219585a8-d414-4422-be59-4c546bc84b53,Wanted to give 5 Stars but the thing is I really hate the end to end encryption please some of messenger users doesn't want that kind of update and also me so please I hope that will remove from the update,3
6935d97d-313a-41a6-84ab-bce2ffb44567,Very good,5
d157c726-0eba-4f9d-9116-73ff03778937,Great way to get and keep in contact with friends and loved ones!!!!!,5
4189b023-a5a0-41a7-8ce1-b0b1289bd501,"Pangit ng End to end encrypted, hindi nakaka tulong mas lalo lang pinapalala.",1
3bb7431b-2b5d-4434-8f39-fbdf96664eb5,Nice 🙂👍,5
6bb1b0e2-d407-44a6-992f-b0219e3df237,Skibidi toilet Ohio Gyatt rizzler fantamtax 1 2 buckle my shoe 3 4 buckle some smooch 5 6 Nike kicks,5
5092df7f-c672-46f0-9a7d-c555d063698d,Wish they had a setting like snap chat that let's you save videos and pictures when you react/respond on someone'sstory. Also a setting where you can or can not alow someone to save responds to pictures/videos in case they don't feel comfortable with the person responding to there stories.,2
cbe495dd-13e9-406c-b1af-42e0fb161c01,Im completely locked out because i don't meet community standards for some reason,1
