reviewId,content,score
80d9fee0-850b-4062-a557-73e2e1231595,sawan nayak,5
794c6e86-1cf6-4161-8c94-7afc66cdefc7,Ww we we wwwwwwww we wwd as Lq1qw we a1 was q2122 we a1?!!?☺️☺️☺️!!!☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️~,1
5b837aa2-c996-431f-8bef-eaa32c69811c,K.,5
9d4c262a-faf9-4749-9cca-707c7e721bd5,Good,5
93f55527-2d31-4d3c-bd73-acf5a9599ee4,the reviews are lame. doesn't even tell you what got removed.,3
8c126918-dbd1-443c-82a0-b7cb2bc7a7d9,super,5
bddc3176-eb72-4480-a9ff-e5090b725ab7,ااا ق aa,1
7617296a-03ba-4baf-9230-e4c68b4d8bd2,more than,2
0f774d0b-fe0d-489d-bbfc-24725b15be7d,good,5
dd5b6431-fbaa-4d73-b135-7857753555b7,great,5
a1fc3dae-3277-4098-8f00-2ed61a696d8b,i love this app,5
e9349f54-55d0-467c-acef-a8e1dee30b00,",,))) 9##",1
1aff08c0-2505-4a10-a659-63c7782f859f,I'm happy bcz my account is back,5
86d3a6f6-1b0b-4592-be2f-6b9e92004727,👍,5
6fe4b7c4-5226-43bc-aa12-7ade4c15e8cb,"ससाबआआसषआष,आ,,,ख,खउ,खषउष, हहहभ",2
1f97ebc5-df0d-424d-a604-ac87ceadc5a1,I definitely really don't appreciate that I can't even get on my Facebook account anymore because I have a new phone but it me trying to login my account using my old email address and it's me this really sucks 😞🤬 and it's a shame how you treated me and if anyone else who's not legal to live in United States can get in their Facebook account but not us Americans people,1
ca65fe11-b2ec-4b0c-b8f7-8aa29871025e,Facebook is garbag,1
9a2c2759-f62b-4a27-8d32-4a649c110444,Gandu,2
f69b3608-14b0-4e98-81bf-e26ef27f1ea6,I luv facebook. it keeps my friend's & family connected.,5
f368fdef-e941-4888-9023-5e1aa8302c37,it's so good to use,5
09996ccf-1a43-4c31-b884-d410e32cb82b,Thank you Facebook Tem i love Facebook,5
d15ec609-17d9-4e14-a3ca-688d4f1b6c06,it does not let me uninstall the app,1
390d2b12-fc9b-4222-958a-51d244aa948c,Was using Facebook my whole life but to many restrictions now and people are quick to get u banned where u can't message for whole days. This is the death of this app,2
5b88001d-2dcd-44d7-ba14-a4f7530c5cd2,"you guys disable my account and i submitted an appeal since april 29 , 2024. guess what they didn't review it at all i been waiting for months sucks customer services!!!!!!!",1
73586160-0bb6-40ad-851c-a20ee6497387,good day,5
16262f5a-c6fa-4afe-944f-38985d106297,I love Facebook so be able share family events easier with family near and far♥️♥️,5
fbb4474d-067e-4526-ab63-83f11d93e140,good,5
dda4d724-0280-4b9b-92a4-c253177515d8,Gooz,5
684933a8-fc7c-4749-a3cf-eb4a53c4a85f,sucks,1
4d04d96e-97f5-4a17-96b7-3d9fb3a10873,So good,1
918cb55c-f73a-4c88-bfc6-30378171ee98,"Not a fan of the last few updates. I liked watching videos under the video tab when it wouldn't open it as a reel. I liked being able to scroll though videos. I also hate the way you can't scroll through pictures on a post anymore. You click on it to open it and scroll, and it just opens the picture. Super annoying.",2
67dc9c3e-ad4f-43d6-a391-5c44426b3b59,Nice,5
b58a56c8-f968-4e13-a61d-a95e631a9e64,superb,5
0f49b779-bd0f-4877-87fe-88b8b56aec22,Feed doesn't work. Does not upload just stays blank,1
3910c8ce-c572-4eb1-8b81-2ea41ce22984,good app,4
d783cf4b-9d58-49d5-b00f-f6916383ca53,"Global shopping mall is the best! Global shopping mall wants to see more people, especially the young generation engaging in E-commerce by providing these great opportunities for them to help them get to work. We have a handful of satisfied customers. Our gaol is clear, By what we're doing, we hope more people can use the internet to explor the global market as well as enriching themselves. GLOBAL SHOPPING MALL, the best of the best!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",5
30333b30-21bf-490f-9446-8a7433022168,Love it,5
9fe13e10-4663-4b30-ab36-a55f3c357d5e,My feacbook account is not working,5
8020319a-a429-49b5-8db2-c0b8c3594d8f,Very nice,5
61b23440-7288-47b9-834f-63f9e5f1aec9,Exelente!,4
0bd9db0e-ac26-4714-a05b-968575f05e9e,Good,5
07969296-33e8-49b3-ae11-ca45a726bc46,O.lo. M. Loli,3
302281b0-4128-48e3-82cd-cd46846a80a3,Love Facebook. You can keep in touch with friends and family.,5
bd4a1758-3b03-4c07-b8b0-2bea280f6800,good,3
38abdeb7-e685-413c-896a-bfdd0e6c382c,ပန်းကလေချစ်သူ,2
dfda0f66-635b-4a55-931f-3b2c2bd5aa6a,"what a delightful time was had by all. Good conversations, good food, great event.",5
c824e3b0-6ff0-4726-9dd3-69b139b5727a,"Since the last update, nothing loads and it's not wifi as other apps and devices work just fine",1
bed22552-c09f-476e-bd58-e1049f1ee895,I love animals and animal videos. Who knew a turtle could skateboard? The look on the cat's face is worth a thousand words.,5
dcbd37fe-8b65-40ea-94b4-36ba1b2f243b,love this,5
b4080c94-81f5-4a85-bfee-61ae9ac4080c,",,/,,",1
4265bf82-f15d-4c41-8f43-f965006ca7ab,new account 😁 thank you Facebook and Google for protecting me and my personal information!,5
cd3ee65d-aa90-46a5-a6ab-1220fbacc2e8,great app,3
4e7cafcd-89bd-4155-bcf0-850d4824461d,i don't want that,1
1fbba179-f1df-410b-a6d3-2fcd67a98f81,excellent maind blowing 👌i was using Facebook very long time I thought Facebook is very good platforms for helping people achieve the goal of business operation,5
52c90b32-58d8-48ec-beda-9b28cac4bfe3,Okay sya,1
ef0fb1bf-d5b5-43c3-aa52-4ae4798d378c,nice,5
ece3c182-6546-4848-bcda-efbab7c24266,she s the man,5
e0f0fee9-cd17-47c9-a5eb-aa99ef070681,Great app and efficient,5
8056f2ba-c7bf-4645-ac0a-2d334216d896,Sanbar ❤️❤️❤️🇮🇳 ok,5
7eda4604-c592-4310-89e9-d7e951a3d660,Just some minor bugs but it's fine.,5
9042c92c-c3b7-42bb-85ef-2a0fa567c743,Good,5
65d09d8f-6f4f-4ed0-b387-f0243259c269,I am glad to talk to Rayna Martinz I hope she knows I am back on Facebook.,4
8bfe3fce-e471-4f29-80c1-53619e3d8f80,Very good,5
287f439c-4a23-4e01-a979-8c4f8408c406,wonderful,5
ed6b15ca-1987-4b6a-a8b6-e075ca5d7390,Nice,5
af76fb93-c7eb-43be-a06b-e8b8b65bd3b1,WALANG KWENTANG META! IBALIK NYO SA DATI ANG MAY ARI!!!,1
cd1c5460-cd38-4238-bb8f-f71285bccd92,Good,5
a0e96c78-89fc-43b2-af26-6e3fe50cbb17,love it,5
988e9a6f-d9be-4f57-9a2c-b16bfe441335,nice,5
e5d15c6f-34aa-458f-9e20-e6a7c0c7f649,Good app,2
24fc37bc-ca49-4d54-85cb-44094e146133,Great fantastic a good way to go!,5
e396f9f5-3552-47a5-a931-4cf754bec63f,good app,5
8135182d-035e-44ee-896e-517e4c303ad3,very good,5
9820a4ff-f32a-4108-b65a-c1d0f44b1020,...msk...🌏🌏,5
78ab4ce0-b884-4102-a7c3-fe18cdfc7d46,Great,5
5540d4ac-4604-41a5-8745-c705cc90f4d4,Good,3
df3c362c-33e4-4025-b057-35fd773d8d79,It really a nice 🙂 app but most times it misfunctions,2
72473d62-6243-4ee9-be66-38a83f284e37,I rather it be only my family/friends that I select,1
d8a1ca3e-1f70-4ec0-aba3-d6f7308350bb,awsome,4
5812b28d-bd61-40bf-b9c7-e140c2a8216c,Nce,5
bcb1da2b-a9e5-42d8-aa6d-4e4ea672f42e,better than x 😊,5
9705eacd-56ff-4494-a03a-b41510a857c5,Love,5
413fbbf2-d5d8-44c7-b5ac-f6cae2d26ee6,Very good app! I can contact all of my family and see what they are up too! Hope you all have a good day/night!,5
ebd3c1a4-b65f-44a8-829f-e01ed10b6b10,Facbook,5
185d5292-b3e4-41be-aec3-dd50ac3d7c23,competitions are always fun .,5
bac2d339-1db9-4a2c-bcf3-1e8813b6b17b,Happy to be connected with loved ones who is way far from where I am right now and sharing thoughts and events that are beneficial to me and to others. Thank you so much Facebook.,5
454a7f90-12cb-4143-a14e-ecf4cb637f15,Facebook is not for all........,1
6617f488-f575-48f5-8fa1-94065319bb2f,Excellent!! facebook is a unique apps for everyone's. Thanks facebook team.,5
ec19de9e-b842-453d-b34b-738ac79a0cf5,"Never really cared for any of the social media platforms. I like to talk, not type. Also in a conversation where people who have known each other for years can't joke around without Facebook stalking the conversation without having any context and flag comments that don't violate ""community standards"". I only use Facebook to contact people here and there. Other than that I have no use for it.",2
475d7117-0e04-46f4-a2ea-94bb5924799f,GOD Bless President Trump🙏🇺🇸♥️,5
fdfc7955-fd32-4e9f-a23c-13bf43dd9ddb,Keep getting restrictions for 24 hours for liking a few posts👍💀. Is it cos I deleted my account instead of deactivating cos ever since then? This weird... Second time now in 3 days.,1
57ec3753-2209-4103-ac6e-9f61da47fd3a,garbage website that harasses me for ratings,1
0ddca6ba-c5d9-47a5-9204-5fb10ceaa34b,Successful,5
a1bac691-5c87-4bab-b3a9-0edd36f8ec60,I love it,1
f43034c4-4a7c-461d-9d35-673c7c671e89,FB is where I go to find anyone,5
94cd01ac-04a6-4265-9163-d265805dde80,Mark greene St Pete I'm lost I just did a hard reset .viox and I have absolutely no idea how to recovery,5
7250d858-6980-45a2-ad86-00e196561544,Wow,5
b66054ea-1e94-46b6-a93c-55226446b941,I need blue tick,5
e69f236d-47f7-47e5-86c2-b5048baf2101,wow,5
42279ca8-9756-46a1-b88d-1b823f3cf3a5,very good,5
66220a16-638b-4112-9d37-7db01a7fdeb9,Great full for information,5
40b92ed3-3999-40ee-9c8a-8b66287cb03f,Alonzo. Caror. Paus,5
c2c13a17-97a0-41b1-a825-0507ff56b593,hell yeah,5
